Date,Unix,Ticker,Price,stock_p_change,SP500,SP500_p_change,Market Cap,Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio,Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue,Revenue Per Share,Quarterly Revenue Growth,Gross Profit,EBITDA,Net Income Avi to Common,Diluted EPS,Quarterly Earnings Growth,Total Cash,Total Cash Per Share,Total Debt,Total Debt/Equity,Current Ratio,Book Value Per Share,Operating Cash Flow,Levered Free Cash Flow,Beta,50-Day Moving Average,200-Day Moving Average,Avg Vol (3 month),Shares Outstanding,Float,% Held by Insiders,% Held by Institutions,Shares Short,Short Ratio,Short % of Float,Shares Short (prior month
0,0,SE,0,0,0,0,29130000000.0,27500000000.0,N/A,N/A,N/A,12.54,25.06,12.64,-22.94,-67.24,-40.97,-15.02,-312.42,2180000000.0,4.98,174.4,604920000.0,-769600000.0,-1460000000.0,-3.35,N/A,3220000000.0,6.91,1600000000.0,136.02,1.87,2.51,69860000.0,43860000.0,1.18,50.61,43.3,4940000.0,466080000.0,257750000.0,1.7,81.07,29340000.0,8.58,N/A,27940000.0
0,0,SEE,0,0,0,0,4440000000.0,8119999999.999999,12.85,10.47,2.15,0.91,N/A,1.67,10.58,6.84,14.9,8.35,N/A,4850000000.0,31.46,5.5,1560000000.0,899400000.0,343400000.0,2.14,120.2,274600000.0,1.76,3960000000.0,N/A,1.14,-1.17,487000000.0,372080000.0,1.12,27.35,33.93,1890000.0,155660000.0,154760000.0,0.68,97.11,5740000.0,3.23,4.21,4730000.0
0,0,SFLY,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,0,SHLD,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3840000000.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,0,SHW,0,0,0,0,47990000000.0,59270000000.0,29.98,26.67,3.88,2.74,14.59,3.29,19.78,8.98,13.93,7.55,47.94,18010000000.0,196.61,2.6,8039999999.999999,3080000000.0,1620000000.0,17.34,31.2,238500000.0,2.62,11510000000.0,350.1,0.94,36.11,2410000000.0,1650000000.0,1.22,490.64,545.51,90800000.0,90800000.0,81430000.0,9.7,81.61,1160000.0,1.64,1.41,1070000.0
0,0,SIAL,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,0,SIRI,0,0,0,0,24170000000.0,32470000000.0,24.0,24.75,1.6,3.16,N/A,4.06,14.63,13.06,22.37,10.1,N/A,8000000000.0,1.79,11.9,3940000000.0,2280000000.0,1040000000.0,0.23,80.9,40000000.0,0.01,8340000000.0,N/A,0.28,-0.17,2040000000.0,1180000000.0,1.22,5.26,6.41,30730000.0,4380000000.0,1210000000.0,73.32,17.99,152380000.0,6.01,12.96,163100000.0
0,0,SJM,0,0,0,0,12950000000.0,18440000000.0,20.72,13.64,26.76,1.69,1.58,2.42,13.56,8.21,15.55,4.41,7.72,7610000000.0,66.79,-2.0,2920000000.0,1630000000.0,624700000.0,5.48,54.4,74400000.0,0.65,5740000000.0,70.29,0.77,71.64,1240000000.0,836060000.0,0.17,113.49,108.15,1240000.0,114040000.0,110410000.0,4.36,82.26,4720000.0,3.94,4.87,4120000.0
0,0,SKS,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,0,SLB,0,0,0,0,25050000000.0,38350000000.0,N/A,62.11,2.84,0.77,1.61,1.18,-2.57,-55.19,8.8,3.0,-68.2,32490000000.000004,23.45,-5.4,4200000000.0,6340000000.0,-17930000000.0,-12.95,N/A,3340000000.0,2.41,16640000000.0,104.12,1.23,11.21,5890000000.0,3750000000.0,2.1,15.47,28.95,22630000.0,1390000000.0,1380000000.0,0.17,79.7,26910000.0,1.16,1.94,23510000.0
0,0,SLM,0,0,0,0,3020000000.0,N/A,4.43,5.62,0.58,1.76,1.76,N/A,N/A,49.07,63.53,2.63,30.27,1590000000.0,3.79,77.9,1320000000.0,N/A,766430000.0,1.8,128.9,7310000000.0,19.48,4710000000.0,222.02,1.26,4.59,112060000.0,N/A,1.47,7.26,8.86,4880000.0,375100000.0,333510000.0,0.84,111.8,42430000.0,10.03,11.38,47200000.0
0,0,SNA,0,0,0,0,6920000000.0,7880000000.0,10.85,11.53,1.5,1.77,2.08,1.97,7.79,16.33,23.18,10.48,20.42,4000000000.0,72.9,-6.9,2089999999.9999998,1010000000.0,652800000.0,11.74,-22.9,185600000.0,3.41,1170000000.0,34.97,2.5,61.31,686700000.0,524659999.99999994,1.37,115.05,147.37,54350000.0,54350000.0,53600000.0,1.36,101.41,7400000.0,9.32,15.6,5840000.0
0,0,SNDK,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,0,SNE,0,0,0,0,78030000000.0,67840000000.0,13.21,13.37,N/A,1.01,1.98,0.01,0.05,7.61,0.0,2.35,15.14,N/A,N/A,2.6,N/A,N/A,N/A,4.76,-46.5,N/A,N/A,N/A,38.69,0.88,24.08,N/A,N/A,1.19,61.48,64.32,1530000.0,1220000000.0,1230000000.0,0.0,8.79,1900000.0,1.51,N/A,2480000.0
0,0,SNI,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,0,SNTS,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,0,SO,0,0,0,0,57260000000.0,104990000000.0,16.33,17.45,3.47,2.73,2.07,4.99,11.29,16.76,27.04,3.05,11.11,21020000000.0,20.01,-7.3,9630000000.0,9110000000.0,3520000000.0,3.33,-58.3,2160000000.0,2.05,49590000000.0,153.99,0.99,26.26,5930000000.0,-1920000000.0,0.46,55.15,61.41,6760000.0,1060000000.0,1050000000.0,0.14,61.25,12460000.0,2.19,1.18,14580000.0
0,0,SPG,0,0,0,0,16829999999.999998,40890000000.0,8.09,48.78,4.08,2.95,6.78,7.23,9.12,37.02,49.99,5.73,67.71,5680000000.0,18.43,1.8,4660000000.0,4170000000.0,2100000000.0,6.81,-28.4,669370000.0,2.18,24680000000.0,788.42,0.31,8.1,3810000000.0,1920000000.0,1.4,57.69,117.17,6560000.0,306860000.0,304170000.0,0.49,98.34,20000000.0,2.54,8.61,14620000.0
0,0,SPLS,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,0,SRCL,0,0,0,0,4640000000.0,7720000000.0,N/A,17.39,2.88,1.4,1.99,2.33,272.91,-10.08,8.34,2.58,-13.54,3260000000.0,35.81,-5.4,1180000000.0,535400000.0,-329100000.0,-3.61,N/A,36000000.0,0.39,3020000000.0,132.65,1.47,24.9,293900000.0,-154100000.0,1.11,46.98,57.74,91420000.0,91420000.0,91320000.0,0.28,116.78,4930000.0,6.49,5.39,5650000.0
0,0,SRE,0,0,0,0,36200000000.0,64230000000.00001,18.61,17.67,4.08,3.29,2.02,5.86,14.85,22.96,25.94,2.74,11.09,10960000000.0,38.81,4.5,4200000000.0,4430000000.0,1890000000.0,8.28,66.9,2260000000.0,7.73,28520000000.0,128.97,0.44,61.16,3460000000.0,-700750000.0,0.76,119.86,139.44,2230000.0,292530000.0,292040000.0,0.06,87.62,4870000.0,2.76,1.89,5480000.0
0,0,STI,0,0,0,0,31140000000.0,N/A,12.84,12.55,2.92,3.27,1.27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9010000000.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,70.13,70.27,18920000.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,0,STJ,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,0,STT,0,0,0,0,20500000000.0,N/A,10.01,10.94,2.8,1.99,0.96,N/A,N/A,20.06,27.37,0.8,9.69,11800000000.0,32.44,3.4,11700000000.0,N/A,2140000000.0000002,5.82,24.8,164290000000.0,466.79,67260000000.00001,N/A,N/A,60.78,10310000000.0,N/A,1.56,56.32,68.89,3430000.0,351960000.0,331950000.0,0.47,95.31,3780000.0,1.3,1.08,3130000.0
0,0,STX,0,0,0,0,12500000000.0,15040000000.0,7.34,9.34,8.64,1.26,6.98,1.45,8.44,17.57,12.75,9.48,104.62,10360000000.0,38.92,17.5,2930000000.0,1730000000.0,1820000000.0,6.78,64.1,1610000000.0,6.29,4170000000.0,232.59,1.49,6.96,1770000000.0,809880000.0,1.09,48.69,54.37,3190000.0,256620000.0,223900000.0,51.6,0.0,11410000.0,4.1,5.89,13040000.0
0,0,STZ,0,0,0,0,31950000000.0,44620000000.0,43.62,19.19,2.72,3.81,2.64,5.35,-234.83,-0.14,32.56,6.0,0.17,8340000000.0,43.54,5.9,4290000000.0,3040000000.0,-11800000.0,-0.06,-67.9,81400000.0,0.43,12750000000.0,102.18,1.51,63.47,2550000000.0,1250000000.0,0.92,152.85,175.85,2009999.9999999998,167510000.0,160470000.0,9.88,85.41,5700000.0,2.85,3.55,5150000.0
0,0,SWK,0,0,0,0,17510000000.0,24360000000.0,18.62,18.76,2.23,1.21,2.35,1.71,12.72,6.45,11.51,4.62,10.9,14240000000.0,95.57,-6.1,4850000000.0,2200000000.0,919100000.0,6.09,-21.6,987100000.0,6.4,6980000000.0,77.93,1.06,48.36,1530000000.0,958830000.0,1.49,106.2,141.34,2190000.0,154130000.0,153740000.0,0.28,89.32,4430000.0,2.25,2.9,4480000.0
0,0,SWN,0,0,0,0,1730000000.0,4150000000.0000005,0.76,13.14,N/A,0.65,1.02,1.57,-14.47,-47.35,27.58,7.76,-53.9,2640000000.0,4.89,-40.2,998000000.0,1200000000.0,-1250000000.0,-2.317,N/A,5000000.0,0.01,2430000000.0,142.62,1.06,3.14,682000000.0,-588000000.0,1.6,2.494,2.056,26870000.0,541690000.0,537550000.0,0.6,118.29,71080000.0,3.1,29.67,88090000.0
0,0,SWY,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,0,SYK,0,0,0,0,72140000000.0,78600000000.0,33.78,26.81,3.25,4.88,5.5,5.26,20.8,14.47,22.55,7.61,17.45,14960000000.0,39.95,2.0,9800000000.0,4160000000.0,2160000000.0,5.69,19.7,4050000000.0,10.78,10900000000.0,83.13,2.58,34.94,2470000000.0,1500000000.0,0.85,173.58,195.37,2520000.0,375380000.0,331680000.0,7.45,76.43,4030000.0000000005,1.87,1.22,4540000.0
0,0,SYMC,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,0,SYY,0,0,0,0,26540000000.0,35800000000.0,19.73,15.46,3.18,0.45,13.07,0.6,12.45,2.3,3.87,7.45,61.46,59500000000.0,116.28,-6.5,11410000000.0,3020000000.0,1370000000.0,2.65,N/A,2250000000.0,4.44,11500000000.0,558.2,1.49,4.0,2120000000.0,1300000000.0,1.13,48.85,69.49,6460000.0,507620000.0,506500000.0,0.24,82.3,14170000.0,2.3,2.93,10400000.0
0,0,T,0,0,0,0,212250000000.0,388150000000.0,15.2,9.43,6.69,1.22,1.19,2.17,6.94,8.05,16.08,3.29,7.99,179140000000.0,24.58,-4.6,97050000000.0,53730000000.0,14380000000.0,1.97,12.5,10050000000.0,1.41,199660000000.0,102.15,0.76,24.95,46480000000.0,29100000000.0,0.67,29.69,35.65,48230000.0,7130000000.0,7120000000.0,0.08,57.41,122440000.0,2.95,1.72,128270000.00000001
0,0,TAP,0,0,0,0,8480000000.0,17290000000.0,N/A,12.15,405.1,0.81,0.66,1.67,12.16,-0.26,12.13,2.7,-0.14,10380000000.0,47.91,-8.7,4200000000.0,2130000000.0,-26700000.0,-0.13,N/A,666100000.0,3.08,9930000000.0,76.71,0.59,58.6,1980000000.0,1270000000.0,0.91,41.28,49.55,2560000.0,196470000.0,189110000.0,11.61,93.04,12190000.0,5.72,8.35,11850000.0
0,0,TDC,0,0,0,0,2550000000.0,2730000000.0,240.36,19.84,3.97,1.42,9.75,1.46,16.73,8.47,0.91,0.48,38.72,1860000000.0,16.58,-7.3,966000000.0,125000000.0,158000000.0,1.4,N/A,394000000.0,3.64,662000000.0,189.68,1.08,3.22,109000000.0,129380000.0,1.09,22.15,24.39,1450000.0,108300000.0,107100000.0,0.0,45.14,15460000.0,15.06,22.57,15600000.0
0,0,TE,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,0,TEG,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,0,TEL,0,0,0,0,24180000000.0,27740000000.0,35.42,18.15,2.13,1.89,2.67,2.13,15.75,5.36,16.39,6.92,7.36,13050000000.0,38.96,-6.4,4390000000.0,2840000000.0,705000000.0,2.09,N/A,796000000.0,2.41,4820000000.0,52.59,1.44,27.38,2460000000.0,1370000000.0,1.31,67.51,84.64,2470000.0,329850000.0,327010000.0,65.1,0.0,4270000.0,1.85,1.3,4850000.0
0,0,TER,0,0,0,0,10350000000.0,10010000000.0,21.16,21.55,N/A,4.5,6.67,4.0,12.91,21.34,25.16,14.49,35.39,2510000000.0,14.85,42.6,1340000000.0,753290000.0,534520000.0,2.95,61.4,804490000.0,4.85,464380000.0,29.95,3.31,9.35,603840000.0,256399999.99999997,1.36,59.48,63.45,2470000.0,165770000.0,164950000.0,0.47,99.56,10200000.0,4.47,7.85,8540000.0
0,0,TGT,0,0,0,0,56660000000.0,68060000000.0,17.88,23.58,3.57,0.75,4.79,0.87,9.37,4.2,6.05,7.03,28.27,78110000000.0,152.89,1.8,23250000000.0,7330000000.0,3270000000.0,6.36,4.5,2580000000.0,5.14,13970000000.0,118.09,0.89,23.47,7120000000.0,3360000000.0,0.76,104.85,113.32,6200000.0,499830000.0,499660000.0,0.26,84.6,20000000.0,3.26,4.01,9670000.0
0,0,THC,0,0,0,0,2049999999.9999998,16680000000.0,N/A,11.45,3.54,0.11,N/A,0.9,7.87,-0.69,10.66,5.23,11.54,18450000000.0,177.8,-0.6,6700000000.0,2810000000.0,-129000000.0,-1.23,N/A,613000000.0,5.85,15250000000.0,751.45,1.32,-3.42,1350000000.0,945750000.0,2.31,17.85,27.94,2810000.0,104720000.0,83540000.0,1.63,98.66,9300000.0,3.15,15.68,9540000.0
0,0,TIBX,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,0,TIF,0,0,0,0,15420000000.0,16760000000.000002,28.55,24.94,4.69,3.49,4.64,3.79,16.96,12.23,16.82,7.75,16.74,4420000000.0,36.53,2.8,2760000000.0,1000000000.0,541100000.0,4.45,-1.6,897400000.0,7.41,2240000000.0,67.25,3.99,27.42,670900000.0,350520000.0,1.04,127.81,130.02,3040000.0,121330000.0,108400000.0,0.95,100.01,10670000.0,4.56,9.94,12850000.0
0,0,TJX,0,0,0,0,58090000000.0,66340000000.0,18.16,21.1,3.46,1.43,9.77,1.59,12.44,7.84,10.59,14.35,59.51,41720000000.0,34.53,9.7,14850000000.0,5280000000.0,3270000000.0,2.67,17.0,3220000000.0,2.69,11460000000.0,192.74,1.24,4.96,4070000000.0000005,2470000000.0,0.7,46.89,56.2,10790000.0,1200000000.0,1200000000.0,0.06,93.09,14150000.0,1.25,1.18,12830000.0
0,0,TM,0,0,0,0,169890000000.0,309830000000.0,7.48,7.62,4.67,0.62,0.9,0.01,0.07,8.08,0.0,3.09,12.56,N/A,N/A,-3.3,N/A,N/A,N/A,16.36,307.9,N/A,N/A,N/A,102.44,1.06,123.5,N/A,N/A,0.84,121.9,133.94,1410000000.0,1410000000.0,1220000000.0,0.0,0.91,2.07,2.07,N/A,3.59
0,0,TMK,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,0,TMO,0,0,0,0,133919999999.99998,150910000000.0,37.18,27.78,2.52,5.32,4.69,5.88,21.59,14.31,16.63,4.66,13.04,25650000000.0,64.24,1.7,11340000000.0,6560000000.0,3670000000.0,9.12,-3.3,2980000000.0,7.55,20000000000.0,70.03,2.32,72.31,4680000000.0,3200000000.0,1.05,312.87,315.14,2370000.0,394950000.0,394020000.0,0.21,93.01,3340000.0,1.63,0.85,3790000.0
0,0,TRIP,0,0,0,0,2400000000.0,2250000000.0,20.12,55.87,7.36,1.62,2.07,1.54,8.46,5.75,8.96,3.4,6.63,1460000000.0,10.56,-26.1,1470000000.0,185000000.0,84000000.0,0.6,N/A,798000000.0,5.95,700000000.0,68.16,3.25,7.66,172000000.0,102500000.0,1.28,18.11,26.01,3690000.0,121390000.0,102310000.0,15.77,89.85,9310000.0,3.28,9.3,9920000.0
0,0,TROW,0,0,0,0,25340000000.0,23950000000.0,13.88,16.1,14.13,4.6,3.94,4.16,8.69,34.1,44.53,18.73,25.5,5750000000.0,24.5,10.2,3230000000.0,2760000000.0,1910000000.0,8.02,-33.1,1560000000.0,6.87,172600000.0,2.33,2.2,28.22,1730000000.0,1780000000.0,1.16,102.88,118.42,1900000.0,227550000.0,220480000.0,1.73,74.61,6920000.0,4.57,3.07,8410000.0
0,0,TRV,0,0,0,0,24610000000.0,30630000000.0,10.51,10.52,0.89,0.8,0.98,0.96,N/A,7.63,10.15,1.86,9.79,31820000000.0,123.39,3.1,7850000000.0,3990000000.0,2410000000.0,9.25,-24.6,4580000000.0,18.1,6930000000.0,27.48,0.39,99.7,5190000000.0,9560000000.0,0.89,99.71,122.84,2470000.0,252840000.0,251970000.0,0.29,84.5,4430000.0,2.13,1.75,4830000.0
0,0,TSLA,0,0,0,0,144600000000.0,151630000000.0,N/A,232.56,2.19,5.5,15.76,5.83,50.8,-0.55,3.23,1.59,-0.47,26020000000.0,144.97,31.8,4070000000.0000005,3030000000.0,-136000000.0,-0.81,N/A,8080000000.0,43.59,15200000000.0,142.43,1.24,49.58,2600000000.0,1550000000.0,1.16,654.48,545.68,18540000.0,185370000.0,147670000.0,20.51,57.93,17190000.0,0.96,11.63,19690000.0
0,0,TSN,0,0,0,0,20860000000.0,32540000000.0,10.66,10.12,1.06,0.48,1.44,0.75,8.05,4.52,6.79,5.56,14.07,43470000000.0,119.92,4.3,5090000000.0,4099999999.9999995,1970000000.0,5.37,-14.6,439000000.0,1.21,12660000000.0,86.75,1.61,39.66,2830000000.0,953500000.0,0.67,59.43,75.95,4070000.0000000005,294310000.0,286420000.0,2.5,90.3,3680000.0,1.13,1.47,5410000.0
0,0,TSO,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,0,TSS,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,0,TWC,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,0,TWX,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,0,TXN,0,0,0,0,105540000000.0,107350000000.0,22.03,28.9,2.7,7.73,13.65,7.6,15.8,35.23,39.31,19.98,61.21,14120000000.0,15.12,-7.4,9160000000.0,6540000000.0,4940000000.0,5.22,-3.5,4740000000.0,5.17,6550000000.0,84.69,3.49,8.39,6390000000.0,4150000000.0000005,1.15,108.7,118.6,7350000.0,917770000.0,916110000.0,0.24,88.83,19130000.0,2.82,2.09,19380000.0
0,0,TXT,0,0,0,0,6210000000.0,8800000000.0,9.22,13.99,N/A,0.47,1.12,0.66,6.41,5.16,7.93,4.33,12.74,13300000000.0,57.9,-10.7,2200000000.0,1460000000.0,686000000.0,2.97,-72.1,2260000000.0,9.95,5310000000.0,95.92,2.07,24.34,835000000.0,382750000.0,1.61,26.53,39.39,2230000.0,227470000.0,226370000.0,0.45,84.45,4490000.0,2.53,2.64,3640000.0
0,0,TYC,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,0,UA,0,0,0,0,4110000000.0000005,4630000000.0,43.05,88.5,2.39,0.74,1.81,0.88,10.93,1.75,4.6,3.33,4.42,5270000000.0,11.68,3.7,2470000000.0,428700000.0,92140000.0,0.2,N/A,788070000.0,1.74,1300000000.0,60.43,1.9,4.76,509030000.0,355600000.0,1.22,8.51,14.19,4490000.0,229070000.0,380680000.0,15.29,74.44,10100000.0,3.17,N/A,8460000.0
0,0,UNH,0,0,0,0,272180000000.0,299350000000.0,20.08,17.57,1.39,1.13,4.78,1.22,13.21,5.58,8.06,7.08,23.96,246270000000.0,259.57,6.8,57600000000.0,21930000000.0,13750000000.0,14.29,-2.5,24440000000.0,25.78,51610000000.0,83.77,0.71,60.17,18170000000.0,13680000000.0,0.72,267.85,274.88,6160000.0,948380000.0,942390000.0,0.71,89.92,6800000.0,1.36,0.72,7030000.0
0,0,UNM,0,0,0,0,3000000000.0,5980000000.0,3.13,2.73,N/A,0.26,0.31,0.5,N/A,8.25,12.11,1.39,10.4,11880000000.0,57.41,-3.9,3430000000.0,1550000000.0,980400000.0,4.73,-42.7,1720000000.0,8.46,3310000000.0,33.81,7.16,48.21,1440000000.0,771880000.0,1.71,15.08,24.09,3420000.0,203420000.0,202450000.0,0.63,102.98,6570000.0,1.99,3.71,5980000.0
0,0,UNP,0,0,0,0,106010000000.0,134360000000.00002,18.17,20.79,2.0,5.06,6.63,6.23,12.03,27.85,40.82,8.9,35.58,21550000000.0,31.0,-2.9,11890000000.0,11010000000.0,6000000000.0,8.6,6.0,1190000000.0,1.75,29540000000.0,184.74,0.82,23.57,8810000000.0,3500000000.0,1.07,147.63,165.8,4940000.0,678570000.0,677360000.0,0.14,83.46,8640000.0,2.06,1.27,8240000.0
0,0,UPS,0,0,0,0,81610000000.0,96340000000.0,19.2,16.61,2.03,1.1,24.63,1.29,15.76,5.73,7.03,5.83,126.33,74970000000.0,86.82,5.1,13640000000.0,7710000000.0,4290000000.0,4.94,-13.1,9460000000.0,10.99,24200000000.0,730.34,1.22,3.85,8910000000.0,6230000000.0,0.83,96.37,107.47,5940000.0,704120000.0,702580000.0,0.01,71.23,14920000.0,2.88,2.12,12870000.0
0,0,URBN,0,0,0,0,1640000000.0,2560000000.0,9.97,15.13,2.39,0.42,1.12,0.64,7.15,4.22,6.54,5.95,11.42,3980000000.0,39.9,3.6,1250000000.0,372000000.0,168100000.0,1.67,-77.4,433290000.0,4.43,1360000000.0,93.39,1.65,14.85,273890000.0,53700000.0,1.29,16.29,23.45,2410000.0,98260000.0,70100000.0,41.28,80.3,6010000.0,2.68,8.75,7570000.0
