Date,Unix,Ticker,Price,stock_p_change,SP500,SP500_p_change,Market Cap,Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio,Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue,Revenue Per Share,Quarterly Revenue Growth,Gross Profit,EBITDA,Net Income Avi to Common,Diluted EPS,Quarterly Earnings Growth,Total Cash,Total Cash Per Share,Total Debt,Total Debt/Equity,Current Ratio,Book Value Per Share,Operating Cash Flow,Levered Free Cash Flow,Beta,50-Day Moving Average,200-Day Moving Average,Avg Vol (3 month),Shares Outstanding,Float,% Held by Insiders,% Held by Institutions,Shares Short,Short Ratio,Short % of Float,Shares Short (prior month
0,0,CMG,0,0,0,0,25030000000.0,27090000000.0,75.11,94.34,4.6,4.47,14.97,4.76,33.18,5.95,7.88,5.7,21.45,5690000000.0,204.9,7.8,1900000000.0,665430000.0,338410000.0,11.95,-13.3,881290000.0,31.6,2940000000.0,176.02,1.62,60.11,721120000.0,380470000.0,1.18,764.75,794.8,27890000.0,27890000.0,25750000.0,2.54,73.78,1940000.0,1.96,7.85,1510000.0
0,0,ARNA,0,0,0,0,2510000000.0,1820000000.0,6.48,,,3.2,2.34,2.25,3.52,0.0,-6147.57,-17.9,-28.92,5640000.0,0.11,-100.0,574930000.0,-343060000.0,-322790000.0,-6.47,,800010000.0,15.93,48540000.0,4.91,18.67,19.65,-263000000.0,-163020000.0,,46.92,46.91,50310000.0,50310000.0,50160000.0,0.15,84.16,4240000.0,5.85,8.43,3750000.0
0,0,DSW,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,ESRX,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,CFN,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,PH,0,0,0,0,20000000000.0,28340000000.0,15.29,17.06,2.17,1.42,3.18,1.99,11.64,9.31,14.49,7.19,21.5,14220000000.0,110.69,0.4,3630000000.0,2560000000.0,1320000000.0,10.21,-10.7,790150000.0,6.16,9270000000.0,146.99,1.49,49.1,1930000000.0,1300000000.0,1.65,135.22,179.43,1660000.0,128220000.0,127440000.0,0.35,83.66,2550000.0,1.35,2.0,1740000.0
0,0,CCI,0,0,0,0,64470000000.0,88720000000.0,87.4,64.94,3.03,11.2,6.37,15.36,28.45,14.75,27.48,2.6,7.79,5780000000.0,13.88,0.9,3780000000.0,3100000000.0,739000000.0,1.77,-4.1,310000000.0,0.74,24560000000.0,242.68,0.47,24.27,2840000000.0,423620000.0,0.35,151.9,146.06,2810000.0,416750000.0,414570000.0,0.43,93.22,7160000.0,2.11,1.99,8400000.0
0,0,AEE,0,0,0,0,17190000000.0,26970000000.0,20.79,20.04,2.66,2.91,2.13,4.56,10.88,14.67,24.03,3.02,10.44,5650000000.0,22.99,-7.2,2740000000.0,2360000000.0,828000000.0,3.35,38.2,16000000.0,0.06,9830000000.0,119.9,0.57,32.73,2170000000.0,-504000000.0,0.29,72.57,76.83,2130000.0,246740000.0,244870000.0,0.43,77.0,12650000.0,5.6,5.88,13450000.0
0,0,JBL,0,0,0,0,4040000000.0,6480000000.0,31.14,7.48,,0.16,2.31,0.25,4.98,0.51,2.79,3.58,7.51,26340000000.0,172.36,1.0,1910000000.0,1530000000.0,133300000.00000001,0.85,,713400000.0,4.73,3350000000.0,190.16,0.95,11.54,1170000000.0,260570000.0,1.26,24.9,34.6,1740000.0,150720000.0,135560000.0,8.57,91.48,3610000.0,1.66,2.46,4810000.0
0,0,EBAY,0,0,0,0,29540000000.0,34310000000.000004,19.42,13.81,2.07,3.21,13.97,3.19,10.65,43.49,22.34,7.28,48.13,10760000000.0,13.25,-1.6,8289999999.999999,3070000000.0,1760000000.0,5.72,558.7,4430000000.0,6.32,9190000000.0,434.75,1.34,3.02,3160000000.0,3290000000.0,1.28,34.92,35.46,14270000.0,700850000.0,664330000.0,5.13,107.16,24850000.0,1.59,3.73,47250000.0
0,0,OI,0,0,0,0,1140000000.0,6650000000.0,,4.02,0.61,0.17,3.37,1.01,13.12,-6.49,9.01,3.79,-75.14,6610000000.0,42.49,-4.7,1210000000.0,1030000000.0,-426000000.0,-2.76,-36.7,891000000.0,5.69,6400000000.0,8418.42,1.62,-0.11,685000000.0,335250000.0,1.66,6.87,9.88,2870000.0,156570000.0,154990000.0,1.04,95.37,9600000.0,2.72,6.18,11280000.0
0,0,STX,0,0,0,0,12500000000.0,15040000000.0,7.34,9.34,8.64,1.26,6.98,1.45,8.44,17.57,12.75,9.48,104.62,10360000000.0,38.92,17.5,2930000000.0,1730000000.0,1820000000.0,6.78,64.1,1610000000.0,6.29,4170000000.0,232.59,1.49,6.96,1770000000.0,809880000.0,1.09,48.43,54.44,3200000.0,256620000.0,223900000.0,51.6,0.0,11600000.0,3.49,5.96,14560000.0
0,0,UNM,0,0,0,0,3000000000.0,5980000000.0,3.13,2.73,,0.26,0.31,0.5,,8.25,12.11,1.39,10.4,11880000000.0,57.41,-3.9,3430000000.0,1550000000.0,980400000.0,4.73,-42.7,1720000000.0,8.46,3310000000.0,33.81,7.16,48.21,1440000000.0,771880000.0,1.71,14.96,24.27,3380000.0,203420000.0,202450000.0,0.63,102.98,5660000.0,1.48,3.17,7120000.0
